Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Tirloni, A.S., Dos Reis, D.C., Ramos, E., Moro, A.R.P.","37098157200;55189584200;57191754302;26024338500;","Association of bodily discomfort with occupational risk factors in poultry slaughterhouse workers [Asociación entre las incomodidades corporales y los factores de riesgo laboral en trabajadores de mataderos de aves]",2017,"DYNA (Colombia)","84","202",,"49","54",,4,"10.15446/dyna.v84n202.62168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033791922&doi=10.15446%2fdyna.v84n202.62168&partnerID=40&md5=f80b417734c34b42eaba061f69896a77",Article,"Final",Open Access,Scopus,2-s2.0-85033791922
"Sánchez-Torres, J.A., Arroyo-Cañada, F.-J., Varon-Sandobal, A., Sánchez-Alzate, J.-A.","57193553562;55337071600;57196952130;57193625721;","Differences between e-commerce buyers and non-buyers in Colombia: The moderating effect of educational level and socioeconomic status on electronic purchase intention [Diferencias entre compradores y no compradores en el comercio electrónico en Colombia: El efecto moderador del nivel educativo y del estado socio-económico en la intención de compra electrónica]",2017,"DYNA (Colombia)","84","202",,"175","189",,1,"10.15446/dyna.v84n202.65496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033791595&doi=10.15446%2fdyna.v84n202.65496&partnerID=40&md5=77ddc9cfde0776df2555853755ffecc3",Article,"Final",Open Access,Scopus,2-s2.0-85033791595
"Potosí-Calvache, D.C., Vanegas-Mahecha, P., Martínez-Correa, H.A.","57196954229;57196939716;31767585700;","Convective drying of squash (Cucurbita moschata): Influence of temperature and air velocity on effective moisture diffusivity, carotenoid content and total phenols [Secado convectivo de zapallo (Cucúrbita moschata): Influencia de la temperatura y velocidad de aire sobre la difusividad efectiva de humedad, contenido de carotenoides y fenoles totales]",2017,"DYNA (Colombia)","84","202",,"112","119",,1,"10.15446/dyna.v84n202.63904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033790895&doi=10.15446%2fdyna.v84n202.63904&partnerID=40&md5=9c51f4065fb2835b977db06544429be4",Article,"Final",Open Access,Scopus,2-s2.0-85033790895
"Campo-Muñoz, W.Y., Astaiza-Hoyos, E., Muñoz-Sanabria, L.F.","57196943251;57192643320;57196952455;","Traffic modelling of the video-on-demand service through NS-3 [Modelado de tráfico del servicio de video bajo demanda mediante NS-3]",2017,"DYNA (Colombia)","84","202",,"55","64",,1,"10.15446/dyna.v84n202.61650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033789807&doi=10.15446%2fdyna.v84n202.61650&partnerID=40&md5=d5f0399020683af19f2023e7e0598803",Article,"Final",Open Access,Scopus,2-s2.0-85033789807
"Herrera-Galán, M.","57196953295;","Implementation of risk management to equipment and productive systems [Aplicación de la gestión de riesgo a equipos y sistemas productivos]",2017,"DYNA (Colombia)","84","202",,"247","254",,,"10.15446/dyna.v84n202.60863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033789223&doi=10.15446%2fdyna.v84n202.60863&partnerID=40&md5=56942a81f9f65d298f9466d14a127d32",Article,"Final",Open Access,Scopus,2-s2.0-85033789223
"Jiménez, G.E., Zulueta, Y.","57196949756;56038844200;","A 2-tuple linguistic multi-period decision making approach for dynamic green supplier selection [Un modelo de toma de decisión multiperíodo basado en 2-tupla lingüística para la selección dinámica de proveedores verdes]",2017,"DYNA (Colombia)","84","202",,"199","206",,,"10.15446/dyna.v84n202.58032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033787083&doi=10.15446%2fdyna.v84n202.58032&partnerID=40&md5=5c0392f775cab569f4995235dfa0bcc1",Article,"Final",Open Access,Scopus,2-s2.0-85033787083
"Turón-R., C., Gomis-S., J.","56070943600;56070767400;","Implementation of elements of sustainability applied to the modernization of productive areas: Spain, a case of technological deficiency in southern Europe [Implantación de elementos de sostenibilidad aplicados a la modernización de áreas productivas: España, un caso deficitario en la Europa del sur]",2017,"DYNA (Colombia)","84","202",,"190","198",,,"10.15446/dyna.v84n202.57943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033784170&doi=10.15446%2fdyna.v84n202.57943&partnerID=40&md5=8a5759dd3a602cf8700226e3cef14a71",Article,"Final",Open Access,Scopus,2-s2.0-85033784170
"Brasil-Cavalcante, A.L., Rodriguez-Rebolledo, J.F.","57196943445;35747010200;","Probabilistic analysis of the active earth pressure on retaining wall for c-φ soil backfill under seismic loading conditions [Análisis probabilístico del empuje activo en muros de retención con relleno cohesivo-friccionante bajo condiciones de carga sísmica]",2017,"DYNA (Colombia)","84","202",,"9","15",,,"10.15446/dyna.v84n202.60627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033783943&doi=10.15446%2fdyna.v84n202.60627&partnerID=40&md5=6021eed56714ab7d7ca5669867d6d26a",Article,"Final",Open Access,Scopus,2-s2.0-85033783943
"Mariaka, I., Ramírez, J.","54784961900;35797295500;","First approach to unilateral transfemoral amputees’ contact mechanics [Primer acercamiento a la mecánica de contacto en amputados transfemorales unilaterales]",2017,"DYNA (Colombia)","84","202",,"207","214",,,"10.15446/dyna.v84n202.58595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033779920&doi=10.15446%2fdyna.v84n202.58595&partnerID=40&md5=96e4be44968afbd8d37a912993c8ce74",Article,"Final",Open Access,Scopus,2-s2.0-85033779920
"Abimuldina, S., Sarinova, A., Sarlybayeva, L., Akhmetova, N., Pouch, M.","57190873679;56662216400;57196943288;57196942933;57196953162;","Development of domestic nutrition additives [Desarrollo de aditivos nutricionales domésticos]",2017,"DYNA (Colombia)","84","202",,"289","294",,,"10.15446/dyna.v84n202.67057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033778008&doi=10.15446%2fdyna.v84n202.67057&partnerID=40&md5=9faf7ec98ae5375eef1cbf893872cf6f",Article,"Final",Open Access,Scopus,2-s2.0-85033778008
"Andrade-Filho, J., Bezerra-Do-Nascimento, I., De Sousa-Neto, O.N., Da Silva-Dias, N., Chipana-Rivera, R., Cruz-Portela, J., Dunga-Da-Costa, J.","56001789100;57196943225;36195558900;55195321800;57184384100;57196950027;57196950349;","Foliar content of N, P and K in cotton fertigated with treated sewage effluents [Contenido foliar de N, P y K en algodón fertirrigado con efluente de alcantarillado tratado]",2017,"DYNA (Colombia)","84","202",,"147","154",,1,"10.15446/dyna.v84n202.61916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033777654&doi=10.15446%2fdyna.v84n202.61916&partnerID=40&md5=8b23d1beb33b0610e2def55113622414",Article,"Final",Open Access,Scopus,2-s2.0-85033777654
"Jiménez-Ramírez, C., Burke, M.E., Rodríguez-Flores, I.","57196951735;56228474800;57196940083;","Statistical metadata in knowledge discovery [Metadatos estadísticos en el descubrimiento de conocimiento]",2017,"DYNA (Colombia)","84","202",,"270","277",,,"10.15446/dyna.v84n202.61417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033776847&doi=10.15446%2fdyna.v84n202.61417&partnerID=40&md5=0c57d2425e80cde219ef7d5f20942261",Article,"Final",Open Access,Scopus,2-s2.0-85033776847
"Tello-Maita, J., Marulanda-Guerra, A.","57196953234;57190798662;","Optimization models for power systems in the evolution to smart grids: A review [Modelos de optimización para sistemas de potencia en la evolución hacia redes inteligentes: Una revisión]",2017,"DYNA (Colombia)","84","202",,"102","111",,1,"10.15446/dyna.v84n202.63354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033776736&doi=10.15446%2fdyna.v84n202.63354&partnerID=40&md5=b2c9244323cd69488d91d79abc49de4c",Review,"Final",Open Access,Scopus,2-s2.0-85033776736
"Hincapie-Campos, W.S., Olaya, J.J., Alfonso-Orjuela, J.E.","57196941726;6603154971;55053469100;","Microstructural, mechanical and wear characterization of Cu <inf>x</inf> Al <inf>y</inf> coatings deposited via thermal projection [Caracterización microestructural, mecánica y de desgaste de recubrimientos de Cu <inf>x</inf> Al <inf>y</inf> depositados mediante proyección térmica]",2017,"DYNA (Colombia)","84","202",,"155","163",,,"10.15446/dyna.v84n202.64189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033776268&doi=10.15446%2fdyna.v84n202.64189&partnerID=40&md5=6070203c6dd5a7d2d58888f24754deed",Article,"Final",Open Access,Scopus,2-s2.0-85033776268
"Saboya, R., Tozzo, E., Cotrim, S.L., Galdamez, E.V.C., Leal, G.C.L.","57196943734;56786153200;57193387727;24461546100;25929440000;","Optimization of aggregate mixture to paver production using linear programming [Optimización de mezclas para la producción de pavimentos a través de modelos de programación lineal]",2017,"DYNA (Colombia)","84","202",,"42","48",,,"10.15446/dyna.v84n202.60813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033775095&doi=10.15446%2fdyna.v84n202.60813&partnerID=40&md5=cc04a8907870e494ce90ddb1205286b8",Article,"Final",Open Access,Scopus,2-s2.0-85033775095
"Bunyard, P.P., Hodnett, M., Peña-Rincón, C.A., Burgos-Salcedo, J.D.","55871184300;6701522079;57194569273;57191292192;","Condensation and partial pressure change as a major cause of airflow: Experimental evidence [La condensación y el cambio en la presión parcial como causa principal del flujo de aire: Evidencia experimental]",2017,"DYNA (Colombia)","84","202",,"92","101",,1,"10.15446/dyna.v84n202.61253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033774730&doi=10.15446%2fdyna.v84n202.61253&partnerID=40&md5=7c037d4dce53deea5dfbc6cd6b454bde",Article,"Final",Open Access,Scopus,2-s2.0-85033774730
"Atencio-Ortiz, P., Sanchez-Torres, G., Branch-Bedoya, J.W.","57196943823;57196956364;55366608100;","Evaluating supervised learning approaches for spatial-domain multi-focus image fusion [Evaluando aproximaciones basadas en aprendizaje supervisado para la fusión en el dominio espacial de imágenes multi-foco]",2017,"DYNA (Colombia)","84","202",,"137","146",,,"10.15446/dyna.v84n202.63389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033773198&doi=10.15446%2fdyna.v84n202.63389&partnerID=40&md5=e1e8614ee59a558d98fb91894a628c74",Article,"Final",Open Access,Scopus,2-s2.0-85033773198
"Mansaneira, E.C., Schwantes-Cezario, N., Barreto-Sandoval, G.F., Martins-Toralles, B.","57195258304;57194710208;57195258120;57195260009;","Sugar cane bagasse ash as a pozzolanic material [Ceniza de bagazo de caña de azúcar como material puzolánico]",2017,"DYNA (Colombia)","84","201",,"163","171",,1,"10.15446/dyna.v84n201.61409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026682782&doi=10.15446%2fdyna.v84n201.61409&partnerID=40&md5=d5b767db3405efc43d8fa4e4cf42d01f",Article,"Final",Open Access,Scopus,2-s2.0-85026682782
"Arencibia-Morales, A., Febles-Rodríguez, J.P., Frómeta-Moreno, Y.J.","57195265123;55953070800;57195261542;","Application of pattern recognition to identify the similarity between drugs taking into account adverse reactions [Aplicación de reconocimiento de patrones para identificar la semejanza entre medicamentos teniendo en cuenta las reacciones adversas]",2017,"DYNA (Colombia)","84","201",,"195","201",,,"10.15446/dyna.v84n201.57060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026680788&doi=10.15446%2fdyna.v84n201.57060&partnerID=40&md5=9c68dd0a69c46cf55947229382bf2caf",Article,"Final",Open Access,Scopus,2-s2.0-85026680788
"Perilla-Martinez, V.H., Puerto-Leguizamón, G.A., Suárez-Fajardo, C.A.","57195260199;57189019403;57189019530;","Performance analysis of 2R optical regeneration by cross gain compression using multiple quantum well semiconductor optical amplifiers [Análisis de prestaciones de regeneración óptica 2R mediante compresión de ganancia cruzada usando amplificadores ópticos de semiconductor de múltiples pozos cuánticos]",2017,"DYNA (Colombia)","84","201",,"102","108",,,"10.15446/dyna.v84n201.55837","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026677995&doi=10.15446%2fdyna.v84n201.55837&partnerID=40&md5=32ee8cb0eec695d6bd724586dc8ebb9f",Article,"Final",Open Access,Scopus,2-s2.0-85026677995
"Flórez-Yepes, G.Y., Rincon-Santamaría, A., Cardona, P.S., Alzate-Alvarez, A.M.","57195260984;57195263248;57195266084;57195262349;","Multitemporal analysis of the vegetation cover in the area of influence of the mines located in the high part of Maltería in Manizales, Colombia [Análisis multitemporal de las coberturas vegetales en el área de influencia de las minas de oro ubicadas en la parte alta del sector de Maltería en Manizales, Colombia]",2017,"DYNA (Colombia)","84","201",,"95","101",,1,"10.15446/dyna.v84n201.55759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026676846&doi=10.15446%2fdyna.v84n201.55759&partnerID=40&md5=c4427696a64bc3d88e168edcc4e8763c",Article,"Final",Open Access,Scopus,2-s2.0-85026676846
"Bolina, F., Christ, R., Metzler, A., Quinino, U., Tutikian, B.","57195262303;56384205600;57195258460;57195259899;36246774900;","Comparison of the fire resistance of two structural wall systems in light steel framing [Comparación de la resistencia al fuego de dos sistemas de paredes estructurales en light steel framing]",2017,"DYNA (Colombia)","84","201",,"123","128",,1,"10.15446/dyna.v84n201.57487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026675316&doi=10.15446%2fdyna.v84n201.57487&partnerID=40&md5=767e5225b821c77d1c91c3af29067551",Article,"Final",Open Access,Scopus,2-s2.0-85026675316
"Pradenas-Rojas, L., Passicot-Guzmán, P.","57192193168;57195264178;","Optimizing the use of cranes and trucks in forestry operations [Optimizando el uso de grúas y camiones en operaciones forestales]",2017,"DYNA (Colombia)","84","201",,"172","179",,,"10.15446/dyna.v84n201.52739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026674084&doi=10.15446%2fdyna.v84n201.52739&partnerID=40&md5=953128910fa8f3997b9badb0d2300e05",Article,"Final",Open Access,Scopus,2-s2.0-85026674084
"Pacheco, F., Krumenauer, M., Reis De Medeiros, D., Oliveira, M.F., Fonseca Tutikian, B.","57192209075;57195260300;57195258930;57195264109;36246774900;","Development of lightweight concrete subfloor with ethylene vinyl acetate (EVA) aggregates waste to reduce impact sound in flooring system [Desarrollo de contrapiso de hormigón ligero con agregados reciclados de etileno acetato de vinila (EVA) para reducir el impacto sonoro en sistemas de pisos]",2017,"DYNA (Colombia)","84","201",,"290","295",,,"10.15446/dyna.v84n201.61491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026673061&doi=10.15446%2fdyna.v84n201.61491&partnerID=40&md5=187180f6c9c574c8ebdd2820e6aca82d",Article,"Final",Open Access,Scopus,2-s2.0-85026673061
"Montoya-Castro, S.A., Herrera-Duran, M., Barrera-Ramírez, J.F.","57195259209;57195260073;56730900400;","Limits of speed and distance in the transmission of information for an optical link of low cost with noise-free recovery [Límites de velocidad y distancia en la transmisión de información por un enlace óptico de bajo costo con recuperación libre de ruido]",2017,"DYNA (Colombia)","84","201",,"234","240",,,"10.15446/dyna.v84n201.59339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026670878&doi=10.15446%2fdyna.v84n201.59339&partnerID=40&md5=20cf9d7aec883d5756efba7f306a8b78",Article,"Final",Open Access,Scopus,2-s2.0-85026670878
"Yañez-Valdez, R.","26868271600;","Analysis and stiffness evaluation of a microparallel kinematic machine [Análisis y evaluación de la rigidez de una micro máquina herramienta paralela]",2017,"DYNA (Colombia)","84","201",,"224","233",,1,"10.15446/dyna.v84n201.61060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026664966&doi=10.15446%2fdyna.v84n201.61060&partnerID=40&md5=ef6f919261f5c8d6eda8122dae633e63",Article,"Final",Open Access,Scopus,2-s2.0-85026664966
"Romero-Conrado, A.R., Castro-Bolaño, L.J., Montoya-Torres, J.R., Jiménez-Barros, M.Á.","57193837330;57195610180;6506724741;57204056028;","Operations research as a decision-making tool in the health sector: A state of the art [La utilización de la investigación de operaciones como soporte a la toma de decisiones en el sector salud: Un estado del arte]",2017,"DYNA (Colombia)","84","201",,"129","137",,1,"10.15446/dyna.v84n201.57504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026661417&doi=10.15446%2fdyna.v84n201.57504&partnerID=40&md5=17e61bec4f1807768ca9a384fa619b59",Article,"Final",Open Access,Scopus,2-s2.0-85026661417
"Serje-Martínez, D.A., Pacheco-Bolívar, J.A.","57195266523;55319873300;","Parallel kinematics machine tools: Research, development and future trends [Cinemática paralela en la máquina-herramienta: Investigación, desarrollo y tendencias futuras]",2017,"DYNA (Colombia)","84","201",,"17","26",,,"10.15446/dyna.v84n201.59572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026659726&doi=10.15446%2fdyna.v84n201.59572&partnerID=40&md5=9a413ca45f1d2579a547329a232feb9b",Article,"Final",Open Access,Scopus,2-s2.0-85026659726
"Ballesteros Larrota, D.M., Renza Torres, D., Camacho Vargas, S.A.","57192904297;36667320700;57195266252;","Blind speaker identification for audio forensic purposes [Identificación del hablante de forma ciega para fines de audio forense]",2017,"DYNA (Colombia)","84","201",,"259","266",,1,"10.15446/dyna.v84n201.60407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026657953&doi=10.15446%2fdyna.v84n201.60407&partnerID=40&md5=1d651e8b7352ada674fcf47e6668bc17",Article,"Final",Open Access,Scopus,2-s2.0-85026657953
"Sacanamboy-Franco, M., Bolaños-Martinez, F., Bernal-Noreña, Á., Nieto-Londoño, R.","57195258413;56367413300;56906952900;57195260851;","Genetic algorithm for task mapping in embedded systems on a hierarchical architecture based on wireless network on chip WiNoC [Algoritmo genético para asignación de tareas en sistemas embebidos en una arquitectura jerárquica inalámbrica basada en redes de circuito integrado WiNoC]",2017,"DYNA (Colombia)","84","201",,"202","209",,,"10.15446/dyna.v84n201.53886","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026657836&doi=10.15446%2fdyna.v84n201.53886&partnerID=40&md5=92377c9dc44b3fe5330a05b734bb07ed",Article,"Final",Open Access,Scopus,2-s2.0-85026657836
"Acuña-Bravo, W., Molano-Jiménez, A., Canuto, E.","24528423700;36125277400;7004578069;","Embedded model control, performance limits: A case study [Control basado en modelo, límites de desempeño: Un caso de estudio]",2017,"DYNA (Colombia)","84","201",,"267","277",,,"10.15446/dyna.v84n201.59165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026654936&doi=10.15446%2fdyna.v84n201.59165&partnerID=40&md5=ed98e5f3129e04189932d589f2b58c66",Article,"Final",Open Access,Scopus,2-s2.0-85026654936
"Anaya-Acevedo, J.A., Escobar-Martínez, J.F., Massone, H., Booman, G., Quiroz-Londoño, O.M., Cañón-Barriga, C.C., Montoya-Jaramillo, L.J., Palomino-Ángel, S.","57208535156;57195265449;6603495520;25626336800;57194533545;57195263883;57195263926;55538660700;","Identification of wetland areas in the context of agricultural development using remote sensing and GIS [Identificación de áreas de humedal en el contexto del desarrollo agrícola usando teledetección y SIG]",2017,"DYNA (Colombia)","84","201",,"186","194",,1,"10.15446/dyna.v84n201.58600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026654774&doi=10.15446%2fdyna.v84n201.58600&partnerID=40&md5=8da771a005b124f7037551a369992b47",Article,"Final",Open Access,Scopus,2-s2.0-85026654774
"Vidal-Benavides, A.I., Díaz, J.C.Q., Herrera-Orozco, I.","57195264142;25627087900;57202792524;","Life cycle analysis of biodiesel production from used vegetal oil [Análisis de ciclo de vida de la producción de biodiesel a partir de aceite vegetal usado]",2017,"DYNA (Colombia)","84","201",,"155","162",,1,"10.15446/dyna.v84n201.54469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026649994&doi=10.15446%2fdyna.v84n201.54469&partnerID=40&md5=27d9d0c24d27b46abf7c0d2a107cbf0b",Article,"Final",Open Access,Scopus,2-s2.0-85026649994
"Fettermann, D.C., Sant’Anna, Â.M.O., Tortorella, G.L., Zandonai, G.A., Echeveste, M.E.S.","55600275600;36183741500;26535178500;57195262268;6507491272;","Improvements in the processing of agricultural commodities: The case of cocoa liquor [Mejoras en el procesamiento de productos agrícolas: El caso del licor de cacao]",2017,"DYNA (Colombia)","84","201",,"117","122",,,"10.15446/dyna.v84n201.56672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026649283&doi=10.15446%2fdyna.v84n201.56672&partnerID=40&md5=05cc6ef800eeeaf6495244189da201ae",Article,"Final",Open Access,Scopus,2-s2.0-85026649283
"Gómez-Ossa, L.F., Botero-Fernández, V.","57195260472;57195260571;","Application of artificial neural networks in modeling deforestation associated with new road infrastructure projects [Aplicación de redes neuronales artificiales en la modelación de la deforestación asociada a nuevos proyectos de infraestructura vial]",2017,"DYNA (Colombia)","84","201",,"68","73",,,"10.15446/dyna.v84n201.54310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026648110&doi=10.15446%2fdyna.v84n201.54310&partnerID=40&md5=12c9a23a0834f7ed8cdaf999dcf5d10f",Article,"Final",Open Access,Scopus,2-s2.0-85026648110
"Osorio-Echavarría, J., Gómez-Vanegas, N.A., Osorio-Echavarría, J., Ossa-Orozco, C.P.","57195261608;57195258355;57195261607;56031875600;","Preparation of carrageenan biofilms mixed with silver nanoparticles by biological synthesis method [Obtención de biopelículas de carragenina suplementadas con nanopartículas de plata sintetizadas biológicamente]",2017,"DYNA (Colombia)","84","201",,"82","87",,,"10.15446/dyna.v84n201.55702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026644626&doi=10.15446%2fdyna.v84n201.55702&partnerID=40&md5=3e31da2326e5e390610433e74afcd317",Article,"Final",Open Access,Scopus,2-s2.0-85026644626
"Nova-López, C.J., Muñoz-Pérez, J.M., Granger-Serrano, L.F., Arias-Zabala, M.E., Arango-Isaza, R.E.","57195265219;57195262627;57195262109;35333624700;6602569808;","Expression of recombinant Cry 1Ac protein in potato plant cell suspension culture: Establishment of culture and optimization of biomass and protein production by nitrogen supply [Expresión de la proteína recombinante Cry 1Ac en cultivos de células de papa en suspensión: Establecimiento del cultivo y optimización de la producción de la biomasa y la proteína mediante la adición de nitrógeno]",2017,"DYNA (Colombia)","84","201",,"34","41",,,"10.15446/dyna.v84n201.59829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026639161&doi=10.15446%2fdyna.v84n201.59829&partnerID=40&md5=cafdc5017ea7ebe3222e97af38963d4f",Article,"Final",Open Access,Scopus,2-s2.0-85026639161
"Ruiz-Olaya, A.F., Callejas-Cuervo, M., Lara-Herrera, C.N.","55909479000;57189839504;57191613293;","Wearable low-cost inertial sensor-based electrogoniometer for measuring joint range of motion [Electrogoniómetro portable de bajo costo basado en sensores inerciales para la medición del rango articular de movimiento]",2017,"DYNA (Colombia)","84","201",,"180","185",,,"10.15446/dyna.v84n201.59054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026637615&doi=10.15446%2fdyna.v84n201.59054&partnerID=40&md5=ef82f018b2e7dc6de71837d061b19cf1",Article,"Final",Open Access,Scopus,2-s2.0-85026637615
"Gómez-Luna, E., Cuartas-Bermúdez, J.S., Marlés-Sáenz, E.","55547336200;57195262680;57195264578;","Obtaining the electrical impedance phase using wavelet transform and fourier transform from transient signals. part 1: Theoretical analysis [Obtención de la fase de la impedancia eléctrica usando transformada wavelet y transformada de fourier de señales transitorias. parte 1: Análisis teórico]",2017,"DYNA (Colombia)","84","201",,"138","144",,2,"10.15446/dyna.v84n201.58694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026637282&doi=10.15446%2fdyna.v84n201.58694&partnerID=40&md5=d986ed461913acacdfe02d3cb5158e07",Article,"Final",Open Access,Scopus,2-s2.0-85026637282
"Carmona-García, U., Cardona-Trujillo, H., Restrepo-Tarquino, I.","57195259848;57195261261;56290366600;","Environmental management, sustainability and competitiveness in mining. Contextualization of situation, and challenges of the approach through the life-cycle assessment [Gestión ambiental, sostenibilidad y competitividad minera. Contextualización de la situación y retos de un enfoque a través del análisis del ciclo de vida]",2017,"DYNA (Colombia)","84","201",,"50","58",,,"10.15446/dyna.v84n201.60326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026636603&doi=10.15446%2fdyna.v84n201.60326&partnerID=40&md5=146c59ad08f418bc8a5277d3eb6e7097",Article,"Final",Open Access,Scopus,2-s2.0-85026636603
"Arana, J., González, S., Navarrete, L., Caicedo, O.","57195262793;57195264309;57195261410;35365983100;","Luffa cylindrica as a natural adsorbent of cyanide ion in aqueous medium [Luffa cylindrica como adsorbente natural de ion cianuro en medio acuoso]",2017,"DYNA (Colombia)","84","201",,"210","215",,1,"10.15446/dyna.v84n201.60070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026635826&doi=10.15446%2fdyna.v84n201.60070&partnerID=40&md5=ef51547d2a159e6520da096c8ab12418",Article,"Final",Open Access,Scopus,2-s2.0-85026635826
"Londoño-Linares, J.P.","57195260714;","Landslides susceptibility assessment using discriminant analysis. Application on a regional scale [Cálculo de susceptibilidad a deslizamientos mediante análisis discriminante. Aplicación a escala regional]",2017,"DYNA (Colombia)","84","201",,"278","289",,1,"10.15446/dyna.v84n201.61385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026634092&doi=10.15446%2fdyna.v84n201.61385&partnerID=40&md5=def80db6483b751a26b9d38be9fe96df",Article,"Final",Open Access,Scopus,2-s2.0-85026634092
"Osorio-Delgado, M.A., Henao-Tamayo, L.J., Velásquez-Cock, J.A., Cañas-Gutierrez, A.I., Restrepo-Múnera, L.M., Gañán-Rojo, P.F., Zuluaga-Gallego, R.O., Ortiz-Trujillo, I.C., Castro-Herazo, C.I.","56366184900;57195261066;56196057800;57195262185;57186673800;6507617588;6507561971;55969271600;7202237872;","Biomedical applications of polymeric biomaterials [Aplicaciones biomédicas de biomateriales poliméricos]",2017,"DYNA (Colombia)","84","201",,"241","252",,,"10.15446/dyna.v84n201.60466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026633379&doi=10.15446%2fdyna.v84n201.60466&partnerID=40&md5=30dd3042cccc98c196c2ec6ecbd95d5c",Article,"Final",Open Access,Scopus,2-s2.0-85026633379
"Echeverry-Herrera, J.A., Lozano-Moncada, C.A.","57195265410;8253524500;","New methodology to diagnose reliability of a single distribution circuit in Colombia [Nueva metodología para el diagnóstico de la confiabilidad de un circuito individual de distribución en Colombia]",2017,"DYNA (Colombia)","84","201",,"74","81",,,"10.15446/dyna.v84n201.54330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026632812&doi=10.15446%2fdyna.v84n201.54330&partnerID=40&md5=2ec80c86a6d71bbaeaf5abd63a3e0c04",Article,"Final",Open Access,Scopus,2-s2.0-85026632812
"Aguilar, S., Souza, R.C., Pessanha, J.F., Oliveira, F.L.C.","57191246617;8432496900;18038433000;56033397700;","Hybrid methodology for modeling short-term wind power generation using conditional kernel density estimation and singular spectrum analysis [Metodología híbrida para el modelado de la generación de energía eólica de corto plazo usando estimador no paramétrico de la densidad condicional y análisis espectral singular]",2017,"DYNA (Colombia)","84","201",,"145","154",,1,"10.15446/dyna.v84n201.59541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026629991&doi=10.15446%2fdyna.v84n201.59541&partnerID=40&md5=4b07ea1622c8f6d6ed5817f75abb07a0",Article,"Final",Open Access,Scopus,2-s2.0-85026629991
"Zapata-Zapata, A.D., Hours, R.A., Cavalitto, S.F.","54384510200;6603012637;6506204832;","Protopectinase-se from Geotrichum klebahnii: Studies of the adsorption and pectin-solubilization capacity [Protopectinasa-se de Geotrichum klebahnii: Estudios de adsorción y capacidad de solubilización de pectina]",2017,"DYNA (Colombia)","84","201",,"216","223",,,"10.15446/dyna.v84n201.52800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026629472&doi=10.15446%2fdyna.v84n201.52800&partnerID=40&md5=3a939fe6850c8c707c555d9d3927711f",Article,"Final",Open Access,Scopus,2-s2.0-85026629472
