Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Rueda-Parada, J.E.","7006425321;","Encryption using circular harmonic key [Encriptación usando una llave en armónicos circulares]",2015,"DYNA (Colombia)","82","190",,"70","73",,,"10.15446/dyna.v82n190.42915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930158788&doi=10.15446%2fdyna.v82n190.42915&partnerID=40&md5=f410dae1482ef00d8893210407915485",Article,"Final",Open Access,Scopus,2-s2.0-84930158788
"Álvarez-Bermejo, J.A., Codina-Sánchez, A., Belmonte-Ureña, L.J.","57195259105;56604270300;57191489504;","Application architecture to efficiently manage formal and informal m-learning. A case study to motivate computer engineering students [Sistema para gestionar eficientemente el aprendizaje formal e informal en m-learning. Aplicación a estudios de ingeniería]",2015,"DYNA (Colombia)","82","190",,"113","120",,2,"10.15446/dyna.v82n190.43486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930158387&doi=10.15446%2fdyna.v82n190.43486&partnerID=40&md5=caaaa3e16ec1a5894d97eb38a4588584",Article,"Final",Open Access,Scopus,2-s2.0-84930158387
"de Menezes, M.L., Souza, R.C., Pessanha, J.F.M.","56028033900;8432496900;18038433000;","Electricity consumption forecasting using singular spectrum analysis [Previsión del consumo de electricidad mediante análisis spectral singular]",2015,"DYNA (Colombia)","82","190",,"138","146",,1,"10.15446/dyna.v82n190.43652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930156018&doi=10.15446%2fdyna.v82n190.43652&partnerID=40&md5=82578de3f40e3e1bb90d2e7f57937ee1",Article,"Final",Open Access,Scopus,2-s2.0-84930156018
"Valdés-González, H., Reyes-Bozo, L., Vyhmeister, E., Salazar, J.L., Sepúlveda, J.P., Mos Ca-Arestizábal, M.","6507810265;23482573200;24503873000;7101918277;25825674800;56662107700;","Container stacking revenue management system: A fuzzy-based strategy for valparaiso port [Sistema de gestión de ingreso para el aparcamiento de contenedores: Una estrategia fuzzy para el puerto de Valparaíso]",2015,"DYNA (Colombia)","82","190",,"38","45",,2,"10.15446/dyna.v82n190.42311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930155353&doi=10.15446%2fdyna.v82n190.42311&partnerID=40&md5=f6b28c6b4c8bf0618586753cbd520753",Article,"Final",Open Access,Scopus,2-s2.0-84930155353
"Morillo-Torres, D., Moreno-Velásquez, L.F., Díaz-Serna, F.J.","56662207100;56662197500;56116362700;","A branch and bound hybrid algorithm with four deterministic heuristics for the resource constrained project scheduling problem (RCPSP) [Un algoritmo híbrido de ramificación y acotamiento con cuatro heurísticas determinísticas para el problema de programación de tareas con recursos restringidos (RCPSP)]",2015,"DYNA (Colombia)","82","190",,"198","207",,2,"10.15446/dyna.v82n190.43855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930152183&doi=10.15446%2fdyna.v82n190.43855&partnerID=40&md5=f162e98a31f40c1d419848461b2b598c",Article,"Final",Open Access,Scopus,2-s2.0-84930152183
"Sarinova, A., Zamyatin, A., Cabral, P.","56662216400;7004114028;56221630400;","Lossless compression of hyperspectral images with pre-byte processing and intra-bands correlation [Lossless compresión de imágenes hiperespectrales con tratamiento pre-byte e intra-bandas de correspondencias]",2015,"DYNA (Colombia)","82","190",,"166","172",,1,"10.15446/dyna.v82n190.43723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930151325&doi=10.15446%2fdyna.v82n190.43723&partnerID=40&md5=2ec5ac8445b0446c67a6fa47f4289f63",Article,"Final",Open Access,Scopus,2-s2.0-84930151325
"Marrero-Ramírez, S., González-Palau, I., Legra-Lobaina, A.A.","56662152800;56662171400;6507538914;","Convergence analysis of the variables integration method applied in multiobjetive optimization in the reactive power compensation in the electric nets [Análisis de la convergencia del método de integración de variables aplicado en la optimización multiobjetivos de la compensación de potencia reactiva en redes de suministro eléctrico]",2015,"DYNA (Colombia)","82","190",,"160","165",,4,"10.15446/dyna.v82n190.43697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930151243&doi=10.15446%2fdyna.v82n190.43697&partnerID=40&md5=7fa9bfd27d18050ee1f78de7a5fc9c6e",Article,"Final",Open Access,Scopus,2-s2.0-84930151243
"Mariano-Torres, J.A., López-Marure, A., Domiguez-Sánchez, M.Á.","56662162800;56481682700;56662180100;","Synthesis and characterization of polymers based on citric acid and glycerol: Its application in non-biodegradable polymers [Síntesis y caracterización de polímeros a base de ácido cítrico y glicerol: Su aplicación en polímeros no biodegradables]",2015,"DYNA (Colombia)","82","190",,"53","59",,2,"10.15446/dyna.v82n190.42718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930150515&doi=10.15446%2fdyna.v82n190.42718&partnerID=40&md5=8acc294d587b4fe2a88063615e2e3b9f",Article,"Final",Open Access,Scopus,2-s2.0-84930150515
"Rojas-Sola, J.I., Molino-Delgado, J.","55898622400;56662206500;","3D Parametric design and static analysis of the first Spanish winch used to drain water from mines [Diseño paramétrico tridimensional y análisis estático del primer malacate español utilizado para drenar agua de las minas]",2015,"DYNA (Colombia)","82","190",,"237","245",,1,"10.15446/dyna.v82n190.47123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930148227&doi=10.15446%2fdyna.v82n190.47123&partnerID=40&md5=408cc94c8f4b1994cc838fa54cd69658",Article,"Final",Open Access,Scopus,2-s2.0-84930148227
"Acevedo, C.H., Díaz, C.F., Torres-Moreno, Y.","56114789700;56115198500;56662134700;","Determination of the topological charge of a bessel-gauss beam using the diffraction pattern through of an equilateral aperture [Determinación de la carga topológica de un haz bessel-gauss mediante el patrón de difracción a través de una abertura triangular equilátera]",2015,"DYNA (Colombia)","82","190",,"214","220",,2,"10.15446/dyna.v82n190.43965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930147948&doi=10.15446%2fdyna.v82n190.43965&partnerID=40&md5=6968aa8622a7db32f8e5347ab36c4d6c",Article,"Final",Open Access,Scopus,2-s2.0-84930147948
"Lagüela-López, S., Solla-Carracelas, M., Díaz-Vilariño, L., Armesto-González, J.","56662218400;57202326745;57204491819;23484454300;","Inspection of radiant heating floor applying non-destructive testing techniques: GPR and IRT [Inspección de suelos radiantes mediante técnicas no destructivas: GPR y IRT]",2015,"DYNA (Colombia)","82","190",,"221","226",,1,"10.15446/dyna.v82n190.43913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930145525&doi=10.15446%2fdyna.v82n190.43913&partnerID=40&md5=d9d0282d8a8bf817444d69d07783044f",Article,"Final",Open Access,Scopus,2-s2.0-84930145525
"Taboada, J., Saavedra, Á., Paz, M., Bastante, F.G., Alejano, L.R.","8677753400;7006526997;23397667900;9634553300;57203742197;","Analysis of tailing pond contamination in galicia using generalized linear spatial models [Análisis de contaminación de balsas mineras en galicia usando modelos lineales espaciales generalizados]",2015,"DYNA (Colombia)","82","189",,"76","83",,,"10.15446/dyna.v82n189.42069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926512891&doi=10.15446%2fdyna.v82n189.42069&partnerID=40&md5=b18e2571bcb35cdaca4aa1f4634b957d",Article,"Final",Open Access,Scopus,2-s2.0-84926512891
"Jaime-Vivas, R.V., Lizcano-Dallos, A.R.","55572256300;56584740900;","ICT mediated collaborative work in system dynamics learning [Trabajo colaborativo mediado por TIC en el aprendizaje de dinámica de sistemas]",2015,"DYNA (Colombia)","82","189",,"59","67",,,"10.15446/dyna.v82n189.42026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926512869&doi=10.15446%2fdyna.v82n189.42026&partnerID=40&md5=a10f9a85ed226891cc545f490f4248d4",Article,"Final",Open Access,Scopus,2-s2.0-84926512869
"Escobar-García, D.A., Younes-Velosa, C., Tamayo-Arias, J.A.","56584456000;6602811467;56584758800;","A gas stations location and their relationship with the operational characteristics of a road network [Localización de estaciones de servicio y su relación con las características operacionales de la red viaria]",2015,"DYNA (Colombia)","82","189",,"157","164",,,"10.15446/dyna.v82n189.41929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926511339&doi=10.15446%2fdyna.v82n189.41929&partnerID=40&md5=f23a51ef8a9f8fc93c71c125d1de3179",Article,"Final",Open Access,Scopus,2-s2.0-84926511339
"Valencia-González, Y., Echeverri-Ramírez, O., Benavides, M.P., Duque-López, M.A., García-Quintero, Y.M., Jiménez-Espinosa, E., Restrepo-Álvarez, J.E., Toscano-Patiño, D.E.","55427426100;56584643300;56583888900;56584450000;56584686300;56584421000;56584748600;56584443600;","Geotechnical behavior of a tropical residual soil contaminated with soap solution [Comportamiento geotécnico de un suelo residual tropical contaminado con solución de jabón]",2015,"DYNA (Colombia)","82","189",,"96","102",,1,"10.15446/dyna.v82n189.42162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926507836&doi=10.15446%2fdyna.v82n189.42162&partnerID=40&md5=7c18f2370fb81fd670218f62f5ee9369",Article,"Final",Open Access,Scopus,2-s2.0-84926507836
"Moreno-Cárdenas, E.L., Zapata-Zapata, A.D., Álvarez-Mejía, F.","56584737000;54384510200;56584502700;","Analysis of hydrogen production by anaerobic fermentation from urban organic waste [Análisis de la producción de hidrógeno por fermentación anaerobia de residuos orgánicos urbanos]",2015,"DYNA (Colombia)","82","189",,"127","133",,,"10.15446/dyna.v82n189.42461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926506720&doi=10.15446%2fdyna.v82n189.42461&partnerID=40&md5=a53a4e2a39e0b5f95e9688faa211b981",Article,"Final",Open Access,Scopus,2-s2.0-84926506720
"Rojas-Sola, J.I., Martínez-Escobar, J.P.","55898622400;56584686500;","3D modeling and functional analysis of a Spanish historical invention of the nineteenth century for mineral extraction: The Emilina machine [Modelado tridimensional y análisis funcional de una invención histórica Española del siglo XIX para la extracción del mineral: La máquina Emilina]",2015,"DYNA (Colombia)","82","189",,"13","21",,2,"10.15446/dyna.v82n189.45549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926505566&doi=10.15446%2fdyna.v82n189.45549&partnerID=40&md5=2c5e1c7e5b015a593cee833b38a56426",Article,"Final",Open Access,Scopus,2-s2.0-84926505566
"Raba-Páez, A.M., Suarez-Ballesteros, D.N., Martínez-Zambrano, J.J., Rojas-Sarmiento, H.A., Rincón-Joya, M.","56584539700;56584492900;7404312604;23025604300;56180783000;","Pechini method used in the obtention of semiconductor nanoparticles based niobium [Uso del método pechini en la obtención de nanopartículas semiconductoras a base de niobio]",2015,"DYNA (Colombia)","82","189",,"52","58",,2,"10.15446/dyna.v82n189.42036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926500221&doi=10.15446%2fdyna.v82n189.42036&partnerID=40&md5=72b62be821fdb8cd28efe564dafd9d5d",Article,"Final",Open Access,Scopus,2-s2.0-84926500221
"Medic-Pejic, L., Garcia-Torrent, J., Fernandez-Añez, N., Lebecki, K.","55014692900;6507126998;56005793600;55917871200;","Experimental study for the application of water barriers to Spanish small cross section galleries [Estudio experimental para la aplicación de barreras de agua a las galerías Españolas de pequeña sección transversal]",2015,"DYNA (Colombia)","82","189",,"142","148",,,"10.15446/dyna.v82n189.42689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926487837&doi=10.15446%2fdyna.v82n189.42689&partnerID=40&md5=cccabb752e5075d3a187700dd1cc41c0",Article,"Final",Open Access,Scopus,2-s2.0-84926487837
"Ortega-Pérez, D.C., Bustamante-Rua, M.O., Gutiérrez-Rôa, D.F., Correa-Espinal, A.A.","56584463900;56116370500;56521718000;35338702800;","Mixture experiments in industrial formulations [Diseño de mezclas en formulaciones industriales]",2015,"DYNA (Colombia)","82","189",,"149","156",,1,"10.15446/dyna.v82n189.42785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926484157&doi=10.15446%2fdyna.v82n189.42785&partnerID=40&md5=bd4796b9c349d73933f57671a99e20b3",Article,"Final",Open Access,Scopus,2-s2.0-84926484157
"Estrada-Gutiérrez, J.C., Hernández-Sámano, A., Mazón-Valadez, E.E., Ávila-Paz, J., González-Vega, A., Leyva-Cruz, J.A., Cano-González, M.E.","56449175800;56449179100;56449265600;56449259600;42761415200;56252689200;56449155600;","A viable wireless PC assisted alternative to studies of vectorcardiography [Una viable alternativa para estudios de vectorcardiografía de manera inalámbrica asistida por computadora]",2015,"DYNA (Colombia)","82","189",,"118","126",,,"10.15446/dyna.v82n189.42364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926480389&doi=10.15446%2fdyna.v82n189.42364&partnerID=40&md5=1826cdca82eebb78fe97edcce8e17e93",Article,"Final",Open Access,Scopus,2-s2.0-84926480389
"Balladares, E., Parra, R., Sánchez, M.","16633863700;7006485504;55574242642;","Kinetic aspects on ferric arsenate formation in a fix bed gas-solid reaction system [Aspectos cinéticos de la formación de arseniato férrico en lecho fijo mediante reacciones gas-sólido]",2015,"DYNA (Colombia)","82","189",,"90","95",,1,"10.15446/dyna.v82n189.42131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926479950&doi=10.15446%2fdyna.v82n189.42131&partnerID=40&md5=dec0751f8f9e7df4ea29dfe681a1eb17",Article,"Final",Open Access,Scopus,2-s2.0-84926479950
"Monsalve-Pulido, J.A., Aponte-Novoa, F.A., Chaparro-Becerra, F.","57147859400;56584758900;56584701000;","Security analysis of a WLAN network sample in Tunja, Boyacá, Colombia [Análisis de seguridad de una muestra de redes WLAN en la ciudad de Tunja, Boyacá, Colombia]",2015,"DYNA (Colombia)","82","189",,"226","232",,1,"10.15446/dyna.v82n189.43259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926477143&doi=10.15446%2fdyna.v82n189.43259&partnerID=40&md5=7a9516fa53d12e9c96cd4807b42d64ec",Article,"Final",Open Access,Scopus,2-s2.0-84926477143
"Fernández-Naranjo, F.J., Rodríguez, V., Rodríguez, R., Alberruche, M.E., Arranz, J.C., Vadillo, L.","56584473400;56583537200;56558833400;56584695600;7006597676;8521700700;","Liquefaction susceptibility assessment and study of “La Luciana” tailings dam fault (Spain, 1960) based on historical documents [Análisis de la susceptibilidad a la licuefacción y estudio de la rotura del depósito de residuos mineros “La Luciana” (España, 1960) basado en documentos históricos]",2015,"DYNA (Colombia)","82","189",,"189","198",,,"10.15446/dyna.v82n189.49286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926476196&doi=10.15446%2fdyna.v82n189.49286&partnerID=40&md5=6504f9bee5069e873f6397cd75958b71",Article,"Final",Open Access,Scopus,2-s2.0-84926476196
"Graciano, C., Casanova, E., Zapata-Medina, D.G.","6603227648;57202665422;20434928700;","Elastoplastic behavior of longitudinally stiffened girder webs subjected to patch loading and bending [Comportamiento elastoplástico de vigas rigidizadas longitudinalmente sometidas a carga concentrada y momento flector]",2015,"DYNA (Colombia)","82","189",,"103","109",,2,"10.15446/dyna.v82n189.42222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926472673&doi=10.15446%2fdyna.v82n189.42222&partnerID=40&md5=5e8370ddcb58e26fb4a848f80255065b",Article,"Final",Open Access,Scopus,2-s2.0-84926472673
"Burbano J, J.C., de Oliveira, S.","56584441100;55308944500;","Exergoeconomic optimization of tetra-combined trigeneration system [Optimización exergoeconómica de sistema tetra-combinado de trigeneración]",2015,"DYNA (Colombia)","82","189",,"110","117",,2,"10.15446/dyna.v82n189.42245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926468938&doi=10.15446%2fdyna.v82n189.42245&partnerID=40&md5=b9577b7ec820ac2997974a94f410220e",Article,"Final",Open Access,Scopus,2-s2.0-84926468938
"Beltran-Pérez, O.D., Hormaza-Anaguano, A., Zuluaga-Diaz, B., Cardona-Gallo, S.A.","56584757600;56368321300;56584414000;55652907100;","Structural modification of regenerated fuller earth and its application in the adsorption of anionic and cationic dyes [Modificación estructural de la tierra fuller regenerada y su aplicación en la adsorción de colorantes catiónicos y aniónicos]",2015,"DYNA (Colombia)","82","189",,"165","171",,,"10.15446/dyna.v82n189.42954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926467275&doi=10.15446%2fdyna.v82n189.42954&partnerID=40&md5=133dbca727135b135ede152b5fea49b5",Article,"Final",Open Access,Scopus,2-s2.0-84926467275
"Cedeño-Rodríguez, L., Paúl Ayala, J., Guerra-Jiménez, S., Fernandez-Correa, A.","56584615800;56584540000;56584438400;56584409800;","Optimizing parameters for a dynamic model of high-frequency HID lamps using genetic algorithms [Optimización de parámetros de un modelo dinámico de alta frecuencia de lámparas HID mediante algoritmos genéticos]",2015,"DYNA (Colombia)","82","189",,"182","188",,1,"10.15446/dyna.v82n189.43092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926465216&doi=10.15446%2fdyna.v82n189.43092&partnerID=40&md5=7d424f9d2479c511f750f0c70ee28d8c",Article,"Final",Open Access,Scopus,2-s2.0-84926465216
"Guerrero-Balaguera, J.D., Pérez-Holguín, W.J.","56584605700;37073173200;","FPGA-based translation system from Colombian sign language to text [Sistema traductor de la lengua de señas Colombiana a texto basado en FPGA]",2015,"DYNA (Colombia)","82","189",,"172","181",,4,"10.15446/dyna.v82n189.43075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926462097&doi=10.15446%2fdyna.v82n189.43075&partnerID=40&md5=d144d3eb0078f331b82be96080e5d6a1",Article,"Final",Open Access,Scopus,2-s2.0-84926462097
